user_id,day,Age,Height,Weight,Bmi,BmiClass,Gender,TargetWeight,ActivityLevel,DaysToGoal,Achieved,GoalType,BMI,TargetBMI,BMR,TDEE,Calorie_Deficit,Calorie_Target,preferred_body_part,운동1,운동부위1,운동시간1,소모칼로리1,운동2,운동부위2,운동시간2,소모칼로리2,운동3,운동부위3,운동시간3,소모칼로리3,운동4,운동부위4,운동시간4,소모칼로리4,총 운동시간,하루소모칼로리,breakfast_food_name,breakfast_portion,breakfast_carb,breakfast_protein,breakfast_fat,breakfast_calories,lunch_food_name,lunch_portion,lunch_carb,lunch_protein,lunch_fat,lunch_calories,snack_food_name,snack_portion,snack_carb,snack_protein,snack_fat,snack_calories,dinner_food_name,dinner_portion,dinner_carb,dinner_protein,dinner_fat,dinner_calories,총 식사섭취 칼로리
100,6,45,1.72,78.3,26.467009194159,Overweight,Male,50.7,1,1104,0,저지방 고단백,26.467009194159008,17.137641968631694,1638.0,1638.0,500,1138.0,하체,레그 프레스,하체,30,204.0,시티드 레그 컬,하체,30,165.0,햄스트링 스트레칭,하체,30,96.0,스태거드 데드리프트,하체,30,195.0,120,660.0,피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 엣지 오리지널 (M),98.61,26.75,14.81,5.9,294.84,잔멸치볶음,156.35,42.89,54.68,14.03,515.97,오징어채볶음,80.41,23.94,17.72,6.09,221.13,피자_치즈크러스트 피자 (L),77.05,36.08,29.99,19.76,442.26,1474.2
100,7,45,1.72,78.3,26.467009194159,Overweight,Male,50.7,1,1104,0,저지방 고단백,26.467009194159008,17.137641968631694,1638.0,1638.0,500,1138.0,가슴,케이블 벤치 프레스,가슴,30,162.0,디클라인 벤치 프레스,가슴,30,174.0,스탠딩 스트레이트 암 체스트 플라이,가슴,30,165.0,보수볼 푸쉬업,가슴,30,162.0,120,663.0,피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 엣지 오리지널 (M),98.61,26.75,14.81,5.9,294.84,허니브레드_갈릭 버터 브레드,141.36,75.11,14.73,17.67,515.97,북어조림,121.5,20.83,25.31,4.05,221.13,피자_골드베이컨 피자 (L),117.0,52.64,20.07,16.85,442.26,1474.2
101,1,45,1.53,37.0,15.8058866248024,Underweight,Female,68.1,4,311,1,벌크업,15.805886624802426,29.091375112136355,940.25,3761.0,0,3761.0,,디클라인 크런치,코어,30,165.0,플레이트 컬,전완근,30,135.0,로우 케이블 크로스오버,가슴,30,165.0,레버리지 스쿼트,하체,30,195.0,120,660.0,산자,226.07,185.76,5.22,6.99,827.42,피자_치즈바이트 피자 (L),263.75,149.2,78.6,59.74,1447.98,약과,155.53,132.03,6.53,7.39,620.57,스무디_쿠키 프라페,1193.39,1241.13,18.26,54.3,1241.13,4137.1
101,2,45,1.53,37.0,15.8058866248024,Underweight,Female,68.1,4,311,1,벌크업,15.805886624802426,29.091375112136355,940.25,3761.0,0,3761.0,가슴,해머스트렝스 체스트 프레스,가슴,30,171.0,벤치 케이블 플라이,가슴,30,165.0,엘보우 백 가슴 스트레칭,가슴,30,105.0,인클라인 케이블 벤치 프레스,가슴,30,168.0,120,609.0,도넛_미니찹쌀 도넛 (4개입),210.54,151.88,10.53,19.56,827.42,약과,362.9,308.07,15.24,17.24,1447.98,스무디_쿠키 프라페,596.7,620.57,9.13,27.15,620.57,비스킷/쿠키/크래커_현미누룽지칩,307.97,268.95,24.64,7.18,1241.13,4137.1
101,3,45,1.53,37.0,15.8058866248024,Underweight,Female,68.1,4,311,1,벌크업,15.805886624802426,29.091375112136355,940.25,3761.0,0,3761.0,하체,종아리 스트레칭,하체,30,90.0,힙 어덕션 머신,하체,30,162.0,제르셔 스쿼트,하체,30,216.0,바벨 스티프 레그 데드리프트,하체,30,201.0,120,669.0,스무디_쿠키 프라페,795.6,827.42,12.17,36.2,827.42,피자_아메리칸 미트볼 피자,297.33,164.9,80.04,51.47,1447.98,도넛_미니찹쌀 도넛 (5개입),157.5,113.4,8.1,14.4,620.57,피자_치즈바이트 피자 (L),226.07,127.89,67.37,51.21,1241.13,4137.1
101,4,45,1.53,37.0,15.8058866248024,Underweight,Female,68.1,4,311,1,벌크업,15.805886624802426,29.091375112136355,940.25,3761.0,0,3761.0,가슴,정지 푸쉬업,가슴,30,165.0,인클라인 클로즈 그립 덤벨 벤치 프레스,가슴,30,171.0,디클라인 푸쉬업,가슴,30,162.0,스탠딩 플라이,가슴,30,162.0,120,660.0,비스킷/쿠키/크래커_현미누룽지칩,205.32,179.3,16.43,4.78,827.42,츄러스_오리지널 링츄,318.24,222.77,29.09,49.1,1447.98,젤리_트로피컬원더젤리,189.2,155.14,0.0,0.0,620.57,피자_아메리칸 미트볼 피자,254.85,141.34,68.61,44.11,1241.13,4137.1
101,5,45,1.53,37.0,15.8058866248024,Underweight,Female,68.1,4,311,1,벌크업,15.805886624802426,29.091375112136355,940.25,3761.0,0,3761.0,어깨,루 레이즈,어깨,30,159.0,원 암 펙 덱 리어 델트,어깨,30,159.0,물구나무 푸쉬업,어깨,30,180.0,맨몸 벤트 오버 레터럴 레이즈,어깨,30,159.0,120,657.0,크로플_생크림 애플잼 크로플,181.05,164.76,7.24,12.67,827.42,비스킷/쿠키/크래커_그릭요거트그래놀라바,337.53,241.09,19.27,43.41,1447.98,비스킷/쿠키/크래커_약과 쿠키,137.29,107.72,6.34,16.9,620.57,츄러스_오리지널 링츄,272.78,190.94,24.93,42.09,1241.13,4137.1
101,6,45,1.53,37.0,15.8058866248024,Underweight,Female,68.1,4,311,1,벌크업,15.805886624802426,29.091375112136355,940.25,3761.0,0,3761.0,등,닐링 백 로테이션 스트레치,등,30,102.0,Panatta 슈퍼 하이 로우,등,30,195.0,링 풀업,등,30,192.0,A 레이즈,등,30,93.0,120,582.0,산자,226.07,185.76,5.22,6.99,827.42,피자_치즈크러스트 피자 (L),252.26,118.13,98.18,64.68,1447.98,다식_송화,168.17,124.4,13.96,7.53,620.57,유과,292.72,217.29,8.23,37.56,1241.13,4137.1
101,7,45,1.53,37.0,15.8058866248024,Underweight,Female,68.1,4,311,1,벌크업,15.805886624802426,29.091375112136355,940.25,3761.0,0,3761.0,가슴,닐링 코브라 푸쉬업,가슴,30,144.0,딥스,가슴,30,174.0,로우 케이블 크로스오버,가슴,30,165.0,해머스트렝스 체스트 프레스,가슴,30,171.0,120,654.0,도넛_미니찹쌀 도넛 (4개입),210.54,151.88,10.53,19.56,827.42,스무디_쿠키 프라페,1392.29,1447.98,21.3,63.35,1447.98,도넛_미니찹쌀 도넛,155.14,110.82,8.86,14.18,620.57,약과,311.06,264.06,13.06,14.78,1241.13,4137.1
102,1,45,1.78,90.7,28.6264360560535,Overweight,Male,64.1,2,798,0,저지방 고단백,28.626436056053528,20.231031435424818,1799.5,3599.0,500,3099.0,가슴,컨버징 체스트 프레스 머신,가슴,30,171.0,해머 스트렝스 벤치 프레스,가슴,30,168.0,핸드 릴리즈 푸쉬업,가슴,30,162.0,보수볼 푸쉬업,가슴,30,162.0,120,663.0,마늘빵,147.9,85.7,17.84,26.0,647.82,피자_아메리칸 미트볼 피자,232.79,129.11,62.67,40.3,1133.68,치즈빵_치즈 푸가스,149.96,69.43,16.8,15.6,485.86,도넛_추억의생도나스,226.51,124.88,40.66,49.36,971.73,3239.09
102,2,45,1.78,90.7,28.6264360560535,Overweight,Male,64.1,2,798,0,저지방 고단백,28.626436056053528,20.231031435424818,1799.5,3599.0,500,3099.0,,마운틴 클라이머,코어,30,186.0,포고 홉,스포츠,30,165.0,슬로우 버피,유산소,30,240.0,스플릿 점프 박스,유산소,30,255.0,120,846.0,번_딸기번,152.79,94.9,12.86,24.13,647.82,비스킷/쿠키/크래커_현미누룽지칩,281.31,245.67,22.5,6.55,1133.68,피자_치즈바이트 피자 (L),88.5,50.06,26.37,20.05,485.86,도넛_추억의생도나스,226.51,124.88,40.66,49.36,971.73,3239.09
102,3,45,1.78,90.7,28.6264360560535,Overweight,Male,64.1,2,798,0,저지방 고단백,28.626436056053528,20.231031435424818,1799.5,3599.0,500,3099.0,가슴,해머 스트렝스 레터럴 레이즈,가슴,30,162.0,푸쉬업 플러스,가슴,30,168.0,이지바 벤치 프레스,가슴,30,168.0,컨버징 체스트 프레스 머신,가슴,30,171.0,120,669.0,매작과,156.86,103.7,11.78,20.63,647.82,피자_아메리칸 미트볼 피자,232.79,129.11,62.67,40.3,1133.68,카스텔라,145.03,69.6,14.55,16.64,485.86,피자_치즈크러스트 피자 (L),169.29,79.28,65.89,43.41,971.73,3239.09
102,4,45,1.78,90.7,28.6264360560535,Overweight,Male,64.1,2,798,0,저지방 고단백,28.626436056053528,20.231031435424818,1799.5,3599.0,500,3099.0,등,버티컬 로우 머신,등,30,180.0,스위밍 (필라테스),등,30,120.0,하이 로우 머신,등,30,177.0,라잉 프론 W 투 T,등,30,93.0,120,570.0,피자_고르곤졸라 피자 (L),182.48,99.91,40.53,41.02,647.82,피자_치즈크러스트 피자 (L),197.51,92.49,76.87,50.64,1133.68,피자_아메리칸 미트볼 피자,99.77,55.33,26.86,17.27,485.86,도넛_추억의생도나스 (3개입),227.57,124.48,39.87,50.57,971.73,3239.09
102,5,45,1.78,90.7,28.6264360560535,Overweight,Male,64.1,2,798,0,저지방 고단백,28.626436056053528,20.231031435424818,1799.5,3599.0,500,3099.0,,다이빙,스포츠,30,150.0,좌식 싸이클,유산소,30,195.0,웜업 싸이클,유산소,30,180.0,하이 니 스킵스,유산소,30,255.0,120,780.0,피자_치즈크러스트 피자 (L),112.86,52.85,43.93,28.94,647.82,스무디_쿠키 프라페,1090.08,1133.68,16.68,49.6,1133.68,카스텔라,145.03,69.6,14.55,16.64,485.86,비스킷/쿠키/크래커_약과 쿠키,214.98,168.68,9.93,26.46,971.73,3239.09
102,6,45,1.78,90.7,28.6264360560535,Overweight,Male,64.1,2,798,0,저지방 고단백,28.626436056053528,20.231031435424818,1799.5,3599.0,500,3099.0,등,언더핸드 스미스 머신 바벨 로우,등,30,189.0,원 암 시티드 케이블 로우,등,30,177.0,원 암 케이블 랫 풀다운,등,30,171.0,레그 풀,등,30,90.0,120,627.0,피자_아메리칸 미트볼 피자,133.02,73.77,35.81,23.03,647.82,스무디_쿠키 프라페,1090.08,1133.68,16.68,49.6,1133.68,피자_치즈 피자 오리지널 (M),155.23,67.7,36.0,24.65,485.86,피자_치즈바이트 피자 (L),177.0,100.13,52.75,40.09,971.73,3239.09
102,7,45,1.78,90.7,28.6264360560535,Overweight,Male,64.1,2,798,0,저지방 고단백,28.626436056053528,20.231031435424818,1799.5,3599.0,500,3099.0,,스피닝,스포츠,30,204.0,썰매,스포츠,30,180.0,스키 에르그,유산소,30,285.0,레그 프론트 리프트 잭,유산소,30,255.0,120,924.0,피자_아메리칸 미트볼 피자,133.02,73.77,35.81,23.03,647.82,피자_치즈바이트 피자 (L),206.5,116.82,61.54,46.77,1133.68,피자_골드핫치킨 피자 (L),130.96,53.18,27.29,18.18,485.86,도넛_추억의생도나스,226.51,124.88,40.66,49.36,971.73,3239.09
103,1,45,1.8,116.0,35.8024691358025,Obese Class 2,Male,59.1,1,2276,1,저지방 고단백,35.80246913580247,18.24074074074074,2065.0,2065.0,750,1315.0,가슴,와이드 푸쉬업,가슴,30,162.0,스포토 프레스,가슴,30,174.0,정지 푸쉬업,가슴,30,165.0,폼롤러 펙,가슴,30,105.0,120,606.0,피자_골드스테이크 피자 (L),104.12,36.96,22.09,15.03,371.7,츄러스_오리지널 링츄,142.96,100.07,13.07,22.06,650.47,오징어채무침,108.05,30.7,25.5,5.98,278.77,도넛_추억의생도나스,129.97,71.65,23.33,28.32,557.55,1858.49
103,2,45,1.8,116.0,35.8024691358025,Obese Class 2,Male,59.1,1,2276,1,저지방 고단백,35.80246913580247,18.24074074074074,2065.0,2065.0,750,1315.0,어깨,스미스 머신 오버헤드 프레스,어깨,30,180.0,페이스 풀,어깨,30,162.0,밴드 리버스 플라이,어깨,30,162.0,스탠딩 오버헤드 숄더 스트레치,어깨,30,105.0,120,609.0,콩조림(콩자반),132.28,46.07,23.77,10.23,371.7,매작과,157.5,104.12,11.83,20.71,650.47,피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 엣지 오리지널 (L),96.46,27.9,13.02,5.88,278.77,번_로띠번,151.1,81.11,14.31,19.08,557.55,1858.49
103,3,45,1.8,116.0,35.8024691358025,Obese Class 2,Male,59.1,1,2276,1,저지방 고단백,35.80246913580247,18.24074074074074,2065.0,2065.0,750,1315.0,하체,글루트 킥 백,하체,30,165.0,슬레드 드래그,하체,30,210.0,짐볼 스플릿 스쿼트,하체,30,210.0,힙 쓰러스트,하체,30,201.0,120,786.0,오징어채볶음,135.16,40.24,29.79,10.23,371.7,피자_아메리칸 미트볼 피자,133.57,74.08,35.96,23.12,650.47,오징어채무침,108.05,30.7,25.5,5.98,278.77,도넛_추억의생도나스,129.97,71.65,23.33,28.32,557.55,1858.49
103,4,45,1.8,116.0,35.8024691358025,Obese Class 2,Male,59.1,1,2276,1,저지방 고단백,35.80246913580247,18.24074074074074,2065.0,2065.0,750,1315.0,,스텝 밀,유산소,30,255.0,웜업 인클라인 트레드밀 러닝,유산소,30,210.0,포고 홉,스포츠,30,165.0,엘립티컬 머신,유산소,30,255.0,120,885.0,잔멸치볶음,112.64,30.9,39.39,10.1,371.7,마늘빵,148.51,86.05,17.91,26.11,650.47,잔멸치볶음_풋고추,108.9,18.45,30.75,9.06,278.77,피자_치즈크러스트 피자 (L),97.13,45.49,37.8,24.91,557.55,1858.49
103,5,45,1.8,116.0,35.8024691358025,Obese Class 2,Male,59.1,1,2276,1,저지방 고단백,35.80246913580247,18.24074074074074,2065.0,2065.0,750,1315.0,가슴,풀오버 머신 (가슴 집중),가슴,30,165.0,덤벨 플라이,가슴,30,168.0,플레이트 로드 플라이 머신,가슴,30,165.0,케이블 크로스오버,가슴,30,165.0,120,663.0,콩조림(콩자반),132.28,46.07,23.77,10.23,371.7,소보로빵,164.26,98.92,14.82,21.76,650.47,피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 엣지 오리지널 (M),93.24,25.29,14.0,5.58,278.77,츄러스_아몬드초코 링츄,137.33,78.28,12.51,16.48,557.55,1858.49
103,6,45,1.8,116.0,35.8024691358025,Obese Class 2,Male,59.1,1,2276,1,저지방 고단백,35.80246913580247,18.24074074074074,2065.0,2065.0,750,1315.0,가슴,인클라인 클로즈 그립 덤벨 벤치 프레스,가슴,30,171.0,원 암 푸쉬업,가슴,30,174.0,스탠딩 얼터네이트 체스트 플라이,가슴,30,162.0,보수볼 푸쉬업,가슴,30,162.0,120,669.0,피자_골드스테이크 피자 (L),104.12,36.96,22.09,15.03,371.7,피자_고르곤졸라 피자 (L),183.23,100.32,40.7,41.19,650.47,오징어채볶음,101.37,30.18,22.34,7.67,278.77,소보로빵_소보로빵,156.62,84.89,14.57,17.7,557.55,1858.49
103,7,45,1.8,116.0,35.8024691358025,Obese Class 2,Male,59.1,1,2276,1,저지방 고단백,35.80246913580247,18.24074074074074,2065.0,2065.0,750,1315.0,하체,스텝 박스 덤벨 백 런지,하체,30,180.0,브이 스쿼트 굿모닝,하체,30,201.0,리버스 핵 스쿼트,하체,30,204.0,바벨 런지,하체,30,195.0,120,780.0,피자_치즈피자,134.19,47.77,21.07,10.6,371.7,마늘빵,148.51,86.05,17.91,26.11,650.47,오징어채볶음,101.37,30.18,22.34,7.67,278.77,피자_치즈크러스트 피자 (L),97.13,45.49,37.8,24.91,557.55,1858.49
104,1,44,1.74,78.62,25.9677632448144,Overweight,Male,90.7,4,121,0,벌크업,25.967763244814375,29.957722288281147,1658.7,6634.8,500,6134.8,가슴,해머스트렝스 체스트 프레스,가슴,30,171.0,원 암 가슴 스트레칭,가슴,30,105.0,스탠딩 케이블 플라이,가슴,30,165.0,덤벨 플라이,가슴,30,168.0,120,609.0,비스킷/쿠키/크래커_현미누룽지칩,296.34,258.8,23.71,6.9,1194.26,크로플_초땅 반반크로스 크로플,442.79,286.97,36.88,102.51,2089.96,비스킷/쿠키/크래커_약과 쿠키,198.16,155.48,9.16,24.39,895.7,피자_치즈바이트 피자 (L),326.3,184.59,97.24,73.91,1791.4,5971.32
104,2,44,1.74,78.62,25.9677632448144,Overweight,Male,90.7,4,121,0,벌크업,25.967763244814375,29.957722288281147,1658.7,6634.8,500,6134.8,어깨,스탠딩 스위머,어깨,30,156.0,원 암 덤벨 오버헤드 프레스,어깨,30,168.0,숄더 프레스 머신,어깨,30,177.0,벤트오버 케이블 레터럴 레이즈,어깨,30,162.0,120,663.0,츄러스_오리지널 링츄,262.48,183.73,23.99,40.5,1194.26,피자_아메리칸 미트볼 피자,429.15,238.01,115.53,74.29,2089.96,도넛_미니찹쌀 도넛 (4개입),227.91,164.42,11.4,21.17,895.7,피자_고르곤졸라 피자 (L),504.62,276.28,112.08,113.44,1791.4,5971.32
104,3,44,1.74,78.62,25.9677632448144,Overweight,Male,90.7,4,121,0,벌크업,25.967763244814375,29.957722288281147,1658.7,6634.8,500,6134.8,등,덤벨 벤트오버 로우,등,30,177.0,원 암 풀업,등,30,204.0,해머 스트렝스 원 암 하이 로우,등,30,186.0,어퍼 백 머신,등,30,174.0,120,741.0,비스킷/쿠키/크래커_약과 쿠키,264.22,207.31,12.21,32.53,1194.26,머핀_휘낭시에 로투스,390.65,263.45,27.27,99.93,2089.96,도넛_미니찹쌀 도넛 (5개입),227.33,163.68,11.68,20.78,895.7,피자_치즈크러스트 피자 (L),312.09,146.15,121.47,80.02,1791.4,5971.32
104,4,44,1.74,78.62,25.9677632448144,Overweight,Male,90.7,4,121,0,벌크업,25.967763244814375,29.957722288281147,1658.7,6634.8,500,6134.8,가슴,보수볼 푸쉬업,가슴,30,162.0,스탠딩 엘보우 터치,가슴,30,105.0,엘보우 백 가슴 스트레칭,가슴,30,105.0,오버헤드 가슴 스트레칭,가슴,30,105.0,120,477.0,비스킷/쿠키/크래커_약과 쿠키,264.22,207.31,12.21,32.53,1194.26,피자_아메리칸 미트볼 피자,429.15,238.01,115.53,74.29,2089.96,크로플_생크림 애플잼 크로플,196.0,178.36,7.84,13.72,895.7,스무디_쿠키 프라페,1722.5,1791.4,26.35,78.37,1791.4,5971.32
104,5,44,1.74,78.62,25.9677632448144,Overweight,Male,90.7,4,121,0,벌크업,25.967763244814375,29.957722288281147,1658.7,6634.8,500,6134.8,어깨,벤트 오버 레터럴 레이즈 머신,어깨,30,165.0,원 암 케틀벨 아놀드 프레스,어깨,30,174.0,회전근개 미디얼 로테이션,어깨,30,120.0,맨몸 벤트 오버 레터럴 레이즈,어깨,30,159.0,120,618.0,스무디_쿠키 프라페,1148.33,1194.26,17.57,52.25,1194.26,피자_고르곤졸라 피자 (L),588.72,322.33,130.76,132.34,2089.96,도넛_미니찹쌀 도넛 (5개입),227.33,163.68,11.68,20.78,895.7,피자_치즈바이트 피자 (L),326.3,184.59,97.24,73.91,1791.4,5971.32
104,6,44,1.74,78.62,25.9677632448144,Overweight,Male,90.7,4,121,0,벌크업,25.967763244814375,29.957722288281147,1658.7,6634.8,500,6134.8,,웜업 인클라인 트레드밀 러닝,유산소,30,210.0,레그 프론트 리프트 잭,유산소,30,255.0,로잉 머신,유산소,30,255.0,썰매,스포츠,30,180.0,120,900.0,피자_아메리칸 미트볼 피자,245.23,136.0,66.02,42.45,1194.26,머핀_휘낭시에 로투스,390.65,263.45,27.27,99.93,2089.96,다식_송화,242.74,179.55,20.15,10.87,895.7,크로플_생크림 애플잼 크로플,391.99,356.71,15.68,27.44,1791.4,5971.32
104,7,44,1.74,78.62,25.9677632448144,Overweight,Male,90.7,4,121,0,벌크업,25.967763244814375,29.957722288281147,1658.7,6634.8,500,6134.8,,러닝,유산소,30,315.0,훌라후프,유산소,30,195.0,암워킹 마운틴 클라이머,유산소,30,270.0,점핑 잭,유산소,30,225.0,120,1005.0,비스킷/쿠키/크래커_그릭요거트그래놀라바,278.38,198.85,15.9,35.8,1194.26,비스킷/쿠키/크래커_약과 쿠키,462.38,362.78,21.36,56.92,2089.96,다식_송화,242.74,179.55,20.15,10.87,895.7,피자_치즈크러스트 피자 (L),312.09,146.15,121.47,80.02,1791.4,5971.32
105,1,44,1.73,74.12,24.7652778241839,Normal Weight,Male,82.2,4,81,1,벌크업,24.7652778241839,27.46500050118614,1607.45,6429.8,500,5929.8,하체,덤벨 힙 쓰러스트,하체,25,162.5,폼롤러 싱글 레그 캐브즈,하체,25,77.5,글루트 킥 백 머신,하체,25,162.5,원 레그 케틀벨 데드리프트,하체,25,170.0,100,572.5,피자_아메리칸 미트볼 피자,237.65,131.8,63.98,41.14,1157.36,비스킷/쿠키/크래커_약과 쿠키,448.09,351.57,20.7,55.16,2025.39,산자,237.16,194.88,5.48,7.33,868.02,스무디_쿠키 프라페,1669.28,1736.05,25.54,75.95,1736.05,5786.82
105,2,44,1.73,74.12,24.7652778241839,Normal Weight,Male,82.2,4,81,1,벌크업,24.7652778241839,27.46500050118614,1607.45,6429.8,500,5929.8,,런지 점프,하체,25,157.5,웜업 싸이클,유산소,25,150.0,앵클 터치,유산소,25,170.0,경보,유산소,25,137.5,100,615.0,피자_아메리칸 미트볼 피자,237.65,131.8,63.98,41.14,1157.36,비스킷/쿠키/크래커_현미누룽지칩,502.58,438.9,40.21,11.71,2025.39,도넛_미니찹쌀 도넛,217.01,155.01,12.39,19.83,868.02,약과,435.1,369.36,18.27,20.67,1736.05,5786.82
105,3,44,1.73,74.12,24.7652778241839,Normal Weight,Male,82.2,4,81,1,벌크업,24.7652778241839,27.46500050118614,1607.45,6429.8,500,5929.8,어깨,힙 허거,어깨,25,90.0,밴드 오버헤드 프레스,어깨,25,132.5,어라운드 더 월드(덤벨),어깨,25,135.0,오버헤드 플라이,어깨,25,137.5,100,495.0,유과,272.96,202.62,7.67,35.02,1157.36,비스킷/쿠키/크래커_현미누룽지칩,502.58,438.9,40.21,11.71,2025.39,도넛_미니찹쌀 도넛 (5개입),220.31,158.62,11.32,20.14,868.02,츄러스_오리지널 링츄,381.55,267.08,34.87,58.87,1736.05,5786.82
105,4,44,1.73,74.12,24.7652778241839,Normal Weight,Male,82.2,4,81,1,벌크업,24.7652778241839,27.46500050118614,1607.45,6429.8,500,5929.8,가슴,랩 어라운드 가슴 스트레칭,가슴,25,85.0,케이블 벤치 프레스,가슴,25,135.0,스탠딩 얼터네이트 체스트 플라이,가슴,25,135.0,인클라인 벤치 프레스,가슴,25,145.0,100,500.0,피자_치즈바이트 피자 (L),210.81,119.26,62.82,47.75,1157.36,도넛_추억의생도나스,472.12,260.28,84.75,102.87,2025.39,도넛_미니찹쌀 도넛 (4개입),220.87,159.34,11.04,20.52,868.02,피자_아메리칸 미트볼 피자,356.48,197.7,95.96,61.71,1736.05,5786.82
105,5,44,1.73,74.12,24.7652778241839,Normal Weight,Male,82.2,4,81,1,벌크업,24.7652778241839,27.46500050118614,1607.45,6429.8,500,5929.8,가슴,스탠딩 덤벨 플라이,가슴,25,135.0,해머스트렝스 체스트 프레스,가슴,25,142.5,스탠딩 엘보우 터치,가슴,25,87.5,벤치 프레스,가슴,25,145.0,100,510.0,비스킷/쿠키/크래커_그릭요거트그래놀라바,269.78,192.71,15.4,34.69,1157.36,크로플_초땅 반반크로스 크로플,429.11,278.1,35.74,99.34,2025.39,도넛_미니찹쌀 도넛 (3개입),219.75,159.06,10.46,20.92,868.02,츄러스_오리지널 링츄,381.55,267.08,34.87,58.87,1736.05,5786.82
105,6,44,1.73,74.12,24.7652778241839,Normal Weight,Male,82.2,4,81,1,벌크업,24.7652778241839,27.46500050118614,1607.45,6429.8,500,5929.8,등,버티컬 트랙션,등,25,145.0,닐링 어퍼 백 로테이션,등,25,85.0,로우 리어 델트 머신,등,25,145.0,언더 그립 시티드 케이블 로우,등,25,142.5,100,517.5,유과,272.96,202.62,7.67,35.02,1157.36,피자_치즈바이트 피자 (L),368.92,208.7,109.94,83.56,2025.39,도넛_미니찹쌀 도넛 (5개입),220.31,158.62,11.32,20.14,868.02,비스킷/쿠키/크래커_약과 쿠키,384.08,301.35,17.74,47.28,1736.05,5786.82
105,7,44,1.73,74.12,24.7652778241839,Normal Weight,Male,82.2,4,81,1,벌크업,24.7652778241839,27.46500050118614,1607.45,6429.8,500,5929.8,,걷기,유산소,25,125.0,트레드밀 러닝,유산소,25,250.0,포고 홉,스포츠,25,137.5,스텝 머신,유산소,25,200.0,100,712.5,비스킷/쿠키/크래커_그릭요거트그래놀라바,269.78,192.71,15.4,34.69,1157.36,스무디_쿠키 프라페,1947.49,2025.39,29.8,88.61,2025.39,도넛_미니찹쌀 도넛,217.01,155.01,12.39,19.83,868.02,피자_고르곤졸라 피자 (L),489.03,267.74,108.61,109.93,1736.05,5786.82
106,1,44,1.75,83.12,27.1412244897959,Overweight,Male,71.6,1,461,1,저지방 고단백,27.14122448979592,23.379591836734694,1709.95,1709.95,500,1209.95,가슴,덤벨 플라이,가슴,29,162.39999999999998,스탠딩 플라이,가슴,29,156.60000000000002,비하인드 암 가슴 스트레칭,가슴,29,101.5,스탠딩 엘보우 터치,가슴,29,101.5,116,522.0,뱅어포구이,82.3,20.63,28.29,12.48,307.79,번_바닐라번,149.62,80.32,12.6,17.95,538.63,피자_와와웨 스테이크 피자 슈피자퍼시드 화이버 엣지 오리지널 (L),83.94,19.84,11.8,6.21,230.84,피자_골드핫치킨 피자 (L),124.44,50.54,25.93,17.27,461.69,1538.95
106,2,44,1.75,83.12,27.1412244897959,Overweight,Male,71.6,1,461,1,저지방 고단백,27.14122448979592,23.379591836734694,1709.95,1709.95,500,1209.95,가슴,로테이셔널 푸쉬업 니 탭,가슴,29,162.39999999999998,스탠딩 덤벨 플라이,가슴,29,156.60000000000002,원암 케이블 체스트 프레스,가슴,29,162.39999999999998,스탠딩 엘보우 터치,가슴,29,101.5,116,582.9,피자_치즈 피자 (L),107.62,32.72,18.65,9.98,307.79,피자_고르곤졸라 피자 (L),151.73,83.07,33.7,34.11,538.63,피자_블록버스터4 피자 슈퍼시드 화이버 엣지 오리지널 (L),83.04,20.29,12.56,5.86,230.84,피자_복성로 불고기 피자,118.08,49.17,23.98,18.89,461.69,1538.95
106,3,44,1.75,83.12,27.1412244897959,Overweight,Male,71.6,1,461,1,저지방 고단백,27.14122448979592,23.379591836734694,1709.95,1709.95,500,1209.95,가슴,오버헤드 가슴 스트레칭,가슴,29,101.5,해머스트렝스 인클라인 체스트 프레스,가슴,29,165.3,인클라인 푸쉬업,가슴,29,153.7,덤벨 벤치 프레스,가슴,29,165.3,116,585.8,잔멸치볶음_풋고추,120.23,20.37,33.95,10.0,307.79,피자_치즈바이트 피자 (L),98.11,55.5,29.24,22.22,538.63,북어조림,126.84,21.74,26.42,4.22,230.84,피자_아메리칸 미트볼 피자,94.8,52.58,25.52,16.41,461.69,1538.95
106,4,44,1.75,83.12,27.1412244897959,Overweight,Male,71.6,1,461,1,저지방 고단백,27.14122448979592,23.379591836734694,1709.95,1709.95,500,1209.95,하체,원 레그 바벨 데드리프트,하체,29,203.0,바벨 제퍼슨 스쿼트,하체,29,200.10000000000002,시티드 레그 프레스,하체,29,171.10000000000002,숄더 브릿지 (필라테스),하체,29,95.69999999999999,116,669.9000000000001,오징어채볶음,111.92,33.32,24.67,8.47,307.79,번_바닐라번,149.62,80.32,12.6,17.95,538.63,샌드위치_그릭치킨 샌드위치,125.46,27.88,15.33,6.27,230.84,피자_골드프리미엄 불고기 피자 (L),122.46,52.26,21.71,18.37,461.69,1538.95
