Age,Height,Weight,Bmi,BmiClass,Gender,TargetWeight,ActivityLevel,DaysToGoal,Achieved,GoalType
15,1.597,54.0,21.1730745931339,Normal Weight,Female,42.8,2,81,0,저지방 고단백
22,1.78,115.0,36.2959222320414,Obese Class 2,Male,82.6,2,285,0,저지방 고단백
32,1.76,130.5,42.1293904958678,Obese Class 3,Male,51.8,4,420,1,저지방 고단백
42,1.73,146.2,48.8489424972435,Obese Class 3,Male,57.5,3,447,1,저지방 고단백
25,1.81,128.7,39.2845151246909,Obese Class 2,Male,80.1,4,480,1,저지방 고단백
35,1.75,141.5,46.20408163265311,Obese Class 3,Male,52.1,3,472,1,저지방 고단백
45,1.7,155.8,53.9100346020761,Obese Class 3,Male,73.1,1,479,1,저지방 고단백
28,1.85,142.0,41.4901387874361,Obese Class 3,Male,59.9,2,497,1,저지방 고단백
38,1.8,159.6,49.2592592592593,Obese Class 3,Male,86.5,4,462,0,저지방 고단백
48,1.68,175.0,62.0039682539683,Obese Class 3,Female,58.9,4,437,1,저지방 고단백
30,1.8,150.0,46.2962962962963,Obese Class 3,Male,85.6,2,415,0,저지방 고단백
40,1.74,165.3,54.5977011494253,Obese Class 3,Male,88.2,1,491,0,저지방 고단백
50,1.66,182.7,66.3013499782262,Obese Class 3,Female,49.7,4,429,0,저지방 고단백
24,1.77,124.5,39.7395384468065,Obese Class 2,Male,56.3,3,446,0,저지방 고단백
34,1.76,138.9,44.8411673553719,Obese Class 3,Male,92.2,2,497,0,저지방 고단백
44,1.72,154.0,52.0551649540292,Obese Class 3,Male,69.4,3,448,0,저지방 고단백
27,1.83,136.2,40.6700707695064,Obese Class 3,Male,64.9,4,404,0,저지방 고단백
37,1.78,152.3,48.0684257038253,Obese Class 3,Male,76.4,2,477,1,저지방 고단백
47,1.67,168.9,60.5615117071247,Obese Class 3,Female,65.6,3,431,1,저지방 고단백
29,1.79,132.1,41.2284260790862,Obese Class 3,Male,56.9,3,458,0,저지방 고단백
39,1.77,146.3,46.6979475884963,Obese Class 3,Male,88.7,3,477,1,저지방 고단백
49,1.65,162.5,59.6877869605142,Obese Class 3,Female,62.6,4,499,0,저지방 고단백
26,1.82,132.0,39.8502596304794,Obese Class 2,Male,77.7,4,480,1,저지방 고단백
36,1.76,144.0,46.4876033057851,Obese Class 3,Male,83.7,2,431,0,저지방 고단백
46,1.71,158.7,54.273109674771696,Obese Class 3,Male,53.6,4,408,0,저지방 고단백
31,1.78,127.8,40.3358161848252,Obese Class 3,Male,55.2,2,461,1,저지방 고단백
41,1.75,151.0,49.3061224489796,Obese Class 3,Male,73.0,1,422,0,저지방 고단백
17,1.65,60.5,22.2222222222222,Normal Weight,Female,50.0,1,96,0,저지방 고단백
25,1.75,70.2,22.9224489795918,Normal Weight,Male,52.1,4,227,0,저지방 고단백
32,1.8,76.8,23.7037037037037,Normal Weight,Male,57.2,1,125,1,저지방 고단백
22,1.68,63.5,22.4985827664399,Normal Weight,Female,55.3,3,51,0,저지방 고단백
39,1.7,72.9,25.2249134948097,Overweight,Male,51.8,1,151,1,저지방 고단백
48,1.62,68.7,26.1774119798811,Overweight,Female,59.0,4,44,1,저지방 고단백
19,1.7,67.3,23.2871972318339,Normal Weight,Male,51.4,1,229,0,저지방 고단백
28,1.78,74.6,23.5450069435677,Normal Weight,Male,52.9,1,171,1,저지방 고단백
35,1.75,71.8,23.4448979591837,Normal Weight,Male,70.4,3,4,0,저지방 고단백
44,1.69,70.3,24.613984104198,Normal Weight,Female,60.5,2,46,0,저지방 고단백
20,1.72,66.0,22.3093564088697,Normal Weight,Male,81.7,3,175,0,벌크업
29,1.79,75.3,23.5011391654443,Normal Weight,Male,76.2,2,6,1,벌크업
37,1.72,69.5,23.4924283396431,Normal Weight,Male,66.6,1,10,0,저지방 고단백
47,1.66,68.0,24.6770213383655,Normal Weight,Female,82.6,3,116,1,벌크업
21,1.69,65.7,23.0033962396275,Normal Weight,Female,85.0,4,122,0,벌크업
31,1.76,72.0,23.2438016528926,Normal Weight,Male,53.5,3,166,1,저지방 고단백
38,1.71,70.2,24.0073868882733,Normal Weight,Male,74.5,1,22,0,벌크업
49,1.64,67.3,25.0223081499108,Overweight,Female,48.4,2,220,0,저지방 고단백
24,1.73,68.5,22.8875004176551,Normal Weight,Male,50.6,2,177,1,저지방 고단백
33,1.81,78.4,23.9308934403712,Normal Weight,Male,56.8,2,239,0,저지방 고단백
41,1.67,68.9,24.7050808562516,Normal Weight,Female,75.2,4,39,0,벌크업
50,1.63,67.0,25.2173585757838,Overweight,Female,76.4,1,32,1,벌크업
23,1.71,67.0,22.9130330700045,Normal Weight,Male,61.4,2,41,1,저지방 고단백
30,1.77,73.5,23.4606913722111,Normal Weight,Male,81.8,4,42,1,벌크업
36,1.74,70.8,23.3848592944907,Normal Weight,Male,51.8,1,185,0,저지방 고단백
46,1.68,69.2,24.5181405895692,Normal Weight,Female,72.8,3,15,0,벌크업
18,1.66,62.3,22.6085063144143,Normal Weight,Female,66.4,1,20,0,벌크업
27,1.74,71.5,23.6160655304532,Normal Weight,Male,80.8,2,59,0,벌크업
34,1.78,73.2,23.103143542482,Normal Weight,Male,68.1,2,50,0,저지방 고단백
42,1.65,66.2,24.315886134068,Normal Weight,Female,48.6,2,233,1,저지방 고단백
16,1.6,55.0,21.484375,Normal Weight,Female,60.2,1,39,1,벌크업
26,1.72,68.5,23.1544077879935,Normal Weight,Male,55.3,3,117,1,저지방 고단백
37,1.76,73.2,23.6311983471074,Normal Weight,Male,88.1,1,74,1,벌크업
47,1.66,63.7,23.1165626360865,Normal Weight,Female,70.3,4,55,0,벌크업
18,1.68,62.8,22.250566893424,Normal Weight,Female,46.6,2,176,0,저지방 고단백
29,1.79,71.4,22.28394869074,Normal Weight,Male,54.7,3,142,1,저지방 고단백
40,1.73,70.0,23.3886865581877,Normal Weight,Male,88.4,1,191,1,벌크업
49,1.65,63.3,23.2506887052342,Normal Weight,Female,80.9,1,167,0,벌크업
19,1.66,59.5,21.5923936710698,Normal Weight,Female,49.8,4,45,0,저지방 고단백
30,1.76,68.0,21.952479338843,Normal Weight,Male,66.7,3,8,0,저지방 고단백
42,1.69,67.2,23.5285879345961,Normal Weight,Female,58.4,4,35,0,저지방 고단백
50,1.64,62.7,23.3120166567519,Normal Weight,Female,46.2,4,230,1,저지방 고단백
21,1.72,65.7,22.2079502433748,Normal Weight,Male,54.4,1,89,0,저지방 고단백
32,1.78,70.5,22.2509784118167,Normal Weight,Male,56.5,1,110,0,저지방 고단백
44,1.7,66.9,23.1487889273356,Normal Weight,Male,71.3,2,20,0,벌크업
22,1.69,64.3,22.5132173243234,Normal Weight,Female,64.7,4,13,1,벌크업
34,1.75,69.8,22.7918367346939,Normal Weight,Male,57.7,3,103,0,저지방 고단백
46,1.68,63.8,22.6048752834467,Normal Weight,Female,75.0,3,108,1,벌크업
23,1.7,63.5,21.9723183391003,Normal Weight,Male,63.1,4,9,1,저지방 고단백
35,1.77,70.3,22.4392735165502,Normal Weight,Male,55.8,3,77,0,저지방 고단백
48,1.65,63.1,23.1772268135905,Normal Weight,Female,55.6,4,40,0,저지방 고단백
25,1.71,66.7,22.8104373995417,Normal Weight,Male,69.5,1,14,0,벌크업
36,1.75,70.1,22.8897959183673,Normal Weight,Male,54.2,2,220,0,저지방 고단백
45,1.67,63.5,22.7688335903044,Normal Weight,Female,80.5,2,197,0,벌크업
27,1.74,68.2,22.5260932752015,Normal Weight,Male,78.0,3,43,1,벌크업
38,1.78,71.0,22.4087867693473,Normal Weight,Male,53.2,2,220,1,저지방 고단백
16,1.62,50.0,19.0519737844841,Normal Weight,Female,75.7,4,207,0,벌크업
26,1.67,55.5,19.9003191222346,Normal Weight,Female,68.4,1,66,0,벌크업
36,1.7,57.8,20.0,Normal Weight,Male,80.2,2,150,0,벌크업
46,1.73,60.2,20.1142704400414,Normal Weight,Male,52.3,3,35,1,저지방 고단백
17,1.63,51.2,19.2705784937333,Normal Weight,Female,46.8,1,20,1,저지방 고단백
27,1.68,56.0,19.8412698412698,Normal Weight,Female,47.0,1,54,0,저지방 고단백
37,1.71,58.1,19.8693615129442,Normal Weight,Male,65.1,1,40,0,벌크업
47,1.74,61.0,20.147971991016,Normal Weight,Male,51.1,4,56,1,저지방 고단백
18,1.64,52.5,19.5196311719215,Normal Weight,Female,44.7,2,56,0,저지방 고단백
28,1.69,56.7,19.8522460698155,Normal Weight,Female,60.3,3,23,0,벌크업
38,1.72,59.0,19.9432125473229,Normal Weight,Male,53.9,3,30,0,저지방 고단백
48,1.75,62.3,20.3428571428571,Normal Weight,Male,55.2,2,60,1,저지방 고단백
19,1.65,53.8,19.7612488521579,Normal Weight,Female,50.2,2,21,0,저지방 고단백
29,1.7,57.3,19.8269896193772,Normal Weight,Male,69.4,2,72,0,벌크업
39,1.73,59.9,20.0140332119349,Normal Weight,Male,79.8,3,185,1,벌크업
49,1.76,63.6,20.5320247933884,Normal Weight,Male,69.6,2,35,0,벌크업
20,1.66,55.0,19.9593554942662,Normal Weight,Female,76.3,1,148,0,벌크업
30,1.71,58.5,20.0061557402278,Normal Weight,Male,50.8,2,44,0,저지방 고단백
40,1.74,60.7,20.0488836041749,Normal Weight,Male,52.0,3,51,0,저지방 고단백
50,1.77,64.9,20.7156308851224,Normal Weight,Male,89.9,1,128,1,벌크업
21,1.67,56.2,20.1513141381907,Normal Weight,Female,82.6,3,316,0,벌크업
31,1.72,59.0,19.9432125473229,Normal Weight,Male,76.4,2,185,1,벌크업
41,1.75,61.5,20.0816326530612,Normal Weight,Male,59.9,3,10,1,저지방 고단백
22,1.68,57.5,20.3727324263039,Normal Weight,Female,72.6,1,187,0,벌크업
32,1.73,60.8,20.3147448962545,Normal Weight,Male,74.2,4,101,0,벌크업
42,1.76,62.2,20.0800619834711,Normal Weight,Male,53.5,2,63,0,저지방 고단백
23,1.69,58.7,20.552501663107,Normal Weight,Female,81.1,4,144,1,벌크업
33,1.74,61.2,20.2140309155767,Normal Weight,Male,53.0,3,35,1,저지방 고단백
43,1.77,63.4,20.2368412652814,Normal Weight,Male,92.1,4,210,0,벌크업
24,1.7,60.0,20.7612456747405,Normal Weight,Male,69.6,2,39,1,벌크업
34,1.75,61.8,20.1795918367347,Normal Weight,Male,85.8,4,160,0,벌크업
44,1.78,64.8,20.4519631359677,Normal Weight,Male,81.5,3,160,1,벌크업
25,1.71,61.2,20.9295167743921,Normal Weight,Male,73.5,2,82,0,벌크업
35,1.76,62.4,20.1446280991736,Normal Weight,Male,65.1,1,8,1,벌크업
45,1.79,65.7,20.5049779969414,Normal Weight,Male,72.5,4,52,0,벌크업
16,1.65,65.5,24.058769513315,Normal Weight,Female,77.0,1,68,0,벌크업
26,1.7,75.6,26.159169550173,Overweight,Male,51.1,3,180,1,저지방 고단백
36,1.75,85.8,28.0163265306122,Overweight,Male,78.6,4,46,0,저지방 고단백
46,1.8,95.9,29.5987654320988,Overweight,Male,71.5,4,197,1,저지방 고단백
17,1.67,68.0,24.3823729785937,Normal Weight,Female,73.3,2,57,1,벌크업
27,1.72,78.2,26.4332071389941,Overweight,Male,54.1,4,145,0,저지방 고단백
37,1.77,88.3,28.1847489546427,Overweight,Male,84.0,1,23,0,저지방 고단백
47,1.82,98.4,29.7065571790847,Overweight,Male,77.5,3,192,1,저지방 고단백
18,1.69,70.5,24.6840096635272,Normal Weight,Female,72.7,1,12,0,벌크업
28,1.74,80.8,26.6878055225261,Overweight,Male,55.5,1,387,1,저지방 고단백
38,1.79,90.9,28.3699010642614,Overweight,Male,72.2,3,126,0,저지방 고단백
48,1.84,101.0,29.8322306238185,Overweight,Male,57.2,4,400,0,저지방 고단백
19,1.7,73.0,25.2595155709343,Overweight,Male,66.6,2,43,0,저지방 고단백
29,1.76,83.3,26.8917871900827,Overweight,Male,75.3,3,45,0,저지방 고단백
39,1.81,93.5,28.5400323555447,Overweight,Male,90.6,1,10,0,저지방 고단백
49,1.86,104.6,30.2347092149381,Obese Class 1,Male,95.8,2,49,1,저지방 고단백
20,1.72,75.6,25.5543537047053,Overweight,Male,84.6,4,64,1,벌크업
30,1.78,85.7,27.0483524807474,Overweight,Male,53.1,4,323,1,저지방 고단백
40,1.83,96.1,28.6959897279704,Overweight,Male,81.7,1,95,1,저지방 고단백
50,1.88,107.2,30.3304662743323,Obese Class 1,Male,83.0,4,156,1,저지방 고단백
21,1.74,78.1,25.7960100409565,Overweight,Male,61.4,4,233,0,저지방 고단백
31,1.8,88.2,27.2222222222222,Overweight,Male,96.1,4,39,0,벌크업
41,1.85,98.7,28.8385682980278,Overweight,Male,62.2,3,452,0,저지방 고단백
22,1.76,80.7,26.0524276859504,Overweight,Male,90.0,3,43,0,벌크업
32,1.82,90.6,27.3517691100109,Overweight,Male,79.2,1,111,0,저지방 고단백
42,1.87,101.3,28.9685149704024,Overweight,Male,60.6,1,450,0,저지방 고단백
23,1.78,83.3,26.2908723646004,Overweight,Male,80.9,2,8,1,저지방 고단백
33,1.84,93.1,27.4988185255198,Overweight,Male,89.0,4,16,1,저지방 고단백
43,1.89,104.0,29.1145264690238,Overweight,Male,95.3,3,54,1,저지방 고단백
24,1.8,85.8,26.4814814814815,Overweight,Male,59.4,2,386,0,저지방 고단백
34,1.86,95.7,27.6621574748526,Overweight,Male,71.1,2,192,0,저지방 고단백
44,1.91,106.9,29.3029248101752,Overweight,Male,62.5,2,466,1,저지방 고단백
25,1.82,88.4,26.6875981161695,Overweight,Male,96.6,3,50,0,벌크업
35,1.88,98.5,27.8689452240833,Overweight,Male,60.3,2,426,0,저지방 고단백
45,1.93,109.9,29.504147762356,Overweight,Male,68.2,3,418,0,저지방 고단백
21,1.686630196926381,69.32858391334436,24.37095716897685,Normal weight,Male,70.14521510119656,3,16,0,균형 식단
40,1.6262988951524064,75.33257175521102,28.482759315550588,Overweight,Male,74.7268580047002,3,5,0,저지방 고단백
20,1.5771924706302412,72.84557835292124,29.28422974965527,Overweight,Male,80.95551199093273,3,47,0,벌크업
38,1.873343643884537,76.64800951842035,21.84067109901551,Normal weight,Male,75.56200823991263,3,12,0,균형 식단
34,1.85829919350348,68.73951581651889,19.905596296057425,Normal weight,Male,63.75231092592288,3,19,0,저지방 고단백
31,1.5029383251083592,65.81149926383618,29.135298125671103,Overweight,Male,64.6467609654869,2,26,1,균형 식단
36,1.565165553689326,79.26049006768216,32.35461158924528,Obese Class 1,Male,81.46421114278257,3,17,0,균형 식단
28,1.6415818605390222,75.04685030360866,27.848857357962306,Overweight,Male,82.00224079611294,1,57,0,벌크업
34,1.6402315895622053,63.7896163562081,23.71044181535341,Normal weight,Male,71.9607830684655,4,42,1,벌크업
27,1.5634773004500395,71.07187970816476,29.074659766069423,Overweight,Male,73.09293432188743,1,17,0,균형 식단
39,1.8501304887290893,68.07002832039753,19.886172906501724,Normal weight,Male,72.60707902502459,3,26,1,균형 식단
33,1.719169933789052,75.03439546374825,25.38766583874258,Overweight,Male,79.03001274870925,1,15,0,벌크업
34,1.699931215792808,72.71693647693112,25.16360597834333,Overweight,Male,68.03966547515836,4,23,0,저지방 고단백
28,1.5756207776991409,62.27917245009285,25.08646307468637,Overweight,Male,60.65790255278248,4,13,1,균형 식단
35,1.7328670022368042,75.1123179206551,25.01385918006905,Overweight,Male,77.56649665236365,1,12,1,균형 식단
25,1.6533031113443537,71.05280370977415,25.99418787855345,Overweight,Male,80.57698844985667,3,60,0,벌크업
36,1.8876424797199125,70.52287154792499,19.79203741091725,Normal weight,Male,73.44437597779071,1,9,1,벌크업
40,1.8239409573915608,79.29732041185062,23.836196698154087,Normal weight,Male,82.1448163332714,3,13,0,벌크업
26,1.8310726302866496,61.86230508859455,18.45078958916209,Underweight,Male,61.33850155456973,3,11,1,저지방 고단백
38,1.6986416561204154,62.14486385446642,21.53781789261848,Normal weight,Male,65.83355913960298,4,15,0,벌크업
32,1.5585953598254891,68.11481598350531,28.039794717986723,Overweight,Male,75.70424944901113,4,52,1,벌크업
37,1.821897030973131,70.32786511729401,21.18750304221492,Normal weight,Male,66.94923440612916,2,20,1,저지방 고단백
28,1.5902007499663433,64.03150930121018,25.32152343764458,Overweight,Male,67.09504565796243,2,16,1,벌크업
22,1.6206910897994091,66.94851797619714,25.488277020623585,Overweight,Male,71.30988386038293,2,27,0,균형 식단
31,1.7913315559686298,67.26645988066721,20.962671040637712,Normal weight,Male,62.65772476473875,3,19,1,저지방 고단백
35,1.655128214892386,76.9448847943547,28.087718859547618,Overweight,Male,80.66612613213115,4,30,0,균형 식단
21,1.6482966012108309,79.24278360911038,29.16681430412908,Overweight,Male,71.18129545966555,1,44,1,저지방 고단백
35,1.5330323241056292,71.81049761470996,30.555212754408707,Obese Class 1,Male,81.60067290076154,4,57,0,벌크업
34,1.622192351176628,64.16439886850895,24.38312871480846,Normal weight,Male,58.5837409132256,4,56,0,저지방 고단백
36,1.892615224091213,70.54635881101261,19.694726062970737,Normal weight,Male,72.02873165288598,4,14,0,벌크업
24,1.839075234979268,60.71120713777967,17.950224133946403,Underweight,Male,57.07221225944571,3,32,1,균형 식단
22,1.690643698533158,60.499582313380415,21.16645833746826,Normal weight,Male,60.30673307439366,3,4,0,저지방 고단백
20,1.6872887261575202,68.65911482703983,24.11678383035436,Normal weight,Male,67.89171408575507,1,9,0,저지방 고단백
21,1.5625096105260587,64.24605951822109,26.314862266090813,Overweight,Male,62.496918571558105,3,12,0,저지방 고단백
40,1.8934738301978464,67.47238837190923,18.81947350039144,Normal weight,Male,57.96939462118182,1,36,1,저지방 고단백
27,1.8713295100010976,68.74297289898648,19.63033799870362,Normal weight,Male,65.31947916231424,2,15,0,균형 식단
24,1.757997110264987,76.1845315481271,24.65076989421457,Normal weight,Male,70.08795329986552,3,63,1,저지방 고단백
39,1.6685724667147726,71.69940489493034,25.752856335304564,Overweight,Male,70.80468947354059,4,19,1,균형 식단
22,1.7535401223263218,72.03347116380253,23.42625835241136,Normal weight,Male,67.81204776806854,2,24,1,저지방 고단백
37,1.7038298575125956,74.49935617344607,25.662565489432087,Overweight,Male,70.50603325136103,1,24,0,저지방 고단백
29,1.815999935124188,69.39798517545451,21.043365790950432,Normal weight,Male,64.60039077535914,1,19,1,균형 식단
27,1.716773645562256,68.3032567309254,23.174764844158307,Normal weight,Male,72.66108619986308,3,25,0,균형 식단
39,1.68017809942761,60.04888271142227,21.27131270682884,Normal weight,Male,56.24376043810499,4,23,1,저지방 고단백
21,1.813191655146612,61.44575556049112,18.68979189058999,Normal weight,Male,65.35997024691015,4,20,1,벌크업
21,1.815602322034536,66.13646991582603,20.06316992336985,Normal weight,Male,66.76121876103565,4,32,1,균형 식단
30,1.6023414691807245,67.51522857793206,26.29611541789988,Overweight,Male,66.63884286288786,4,28,0,균형 식단
26,1.5212769621156712,70.98228168791022,30.67138436578781,Obese Class 1,Male,73.63124858358094,3,15,1,균형 식단
29,1.6883593586867396,79.4942439766522,27.88726376612125,Overweight,Male,84.3401048921671,2,24,0,벌크업
31,1.825578993208521,64.89716288032088,19.47262281635681,Normal weight,Male,56.00986007664167,1,40,1,저지방 고단백
38,1.590617437566999,63.6623828208938,25.162362308128618,Overweight,Male,67.48891401988287,1,18,1,벌크업
32,1.5110242126407205,78.92561489966299,34.568069547342816,Obese Class 1,Male,84.37979339775103,1,58,0,벌크업
27,1.810560289402377,78.73821119215552,24.019256631797816,Normal weight,Male,81.23236937901427,1,27,1,균형 식단
37,1.6841265508511192,61.42276448696913,21.65608331790174,Normal weight,Male,60.50482040689492,4,32,1,균형 식단
24,1.5953490572012006,78.79299802879362,30.958234488957046,Obese Class 1,Male,78.45605288753443,4,16,1,균형 식단
27,1.5557041312809368,69.32808618700254,28.645420481467653,Overweight,Male,62.89688656646022,2,34,0,저지방 고단백
22,1.7046529956974337,63.709950465373865,21.92478258168665,Normal weight,Male,61.19404104680472,1,20,1,균형 식단
37,1.573182734732847,71.35732689075228,28.83236250288136,Overweight,Male,76.10314451573974,2,19,0,벌크업
20,1.5932678086384555,77.37420913079254,30.480259491851328,Obese Class 1,Male,76.98547470723996,2,25,1,균형 식단
33,1.855362243824792,73.48652997354755,21.34766167779296,Normal weight,Male,72.99760993431241,1,11,1,저지방 고단백
25,1.8223471208127229,74.81663246714649,22.528690389342813,Normal weight,Male,69.43545605395964,3,48,0,저지방 고단백
29,1.634423787408661,74.21162458006889,27.78066197238553,Overweight,Male,79.97988181112211,4,34,1,벌크업
33,1.874717412037061,67.81728260808723,19.29606519502711,Normal weight,Male,72.76843058724423,4,15,1,벌크업
22,1.6556012442803123,77.90833753372183,28.42316583047713,Overweight,Male,75.70325292190297,4,28,0,균형 식단
32,1.546675272361714,62.80773690871065,26.255171572158204,Overweight,Male,59.18972244344768,4,16,1,저지방 고단백
30,1.52244335499343,78.24196720834743,33.7565049958607,Obese Class 1,Male,77.73592628516367,2,9,0,저지방 고단백
23,1.6185800661032557,76.98007206674079,29.3839339019578,Overweight,Male,79.70926983656554,1,15,0,균형 식단
39,1.716386332838972,76.53264312468677,25.97865227728813,Overweight,Male,84.10580502154635,3,31,1,벌크업
35,1.7875568822832617,67.70368821217721,21.188127951364866,Normal weight,Male,67.8024063451266,2,14,0,벌크업
23,1.8955274374188469,69.93816780831071,19.464986215086583,Normal weight,Male,67.89140450643605,4,3,0,저지방 고단백
33,1.644035546922205,60.70311690304474,22.458905315368344,Normal weight,Male,61.59791543816251,1,15,0,균형 식단
23,1.5843945193377165,69.24476646867461,27.584193586088087,Overweight,Male,65.98929381849,1,23,0,저지방 고단백
34,1.6076161975261318,67.79326751940955,26.231421146835096,Overweight,Male,74.06680060292412,1,37,0,벌크업
37,1.6693136004668556,68.42594010880715,24.555281060442976,Normal weight,Male,76.13988617603184,3,50,0,벌크업
23,1.7671915810693022,77.64196033574271,24.86160856132922,Normal weight,Male,75.16109401065022,3,9,1,저지방 고단백
29,1.8775247608301824,60.45730914077166,17.15052690392663,Underweight,Male,60.58090027013441,4,32,1,균형 식단
28,1.676216489369265,68.10978803014704,24.24093189818369,Normal weight,Male,67.81435174270604,4,7,0,저지방 고단백
23,1.6096991672643468,61.68410696584659,23.805858224486368,Normal weight,Male,70.50853328827621,4,35,0,벌크업
25,1.8344683626827216,64.44368288939036,19.149608490545816,Normal weight,Male,63.02558002780652,1,23,0,균형 식단
39,1.7968437744602812,77.01956015494602,23.855053537608764,Normal weight,Male,77.88716396253089,3,19,1,균형 식단
30,1.7986330221090343,74.47393322508695,23.02073395417998,Normal weight,Male,82.17401037837809,3,48,1,벌크업
23,1.745720806180229,74.16176542210957,24.334951418991288,Normal weight,Male,70.80642056098982,2,16,0,균형 식단
40,1.548846285892507,60.187582380313415,25.089399194876563,Overweight,Male,67.30114205842071,1,30,1,벌크업
35,1.8108478267624708,68.68604551183034,20.946168883695886,Normal weight,Male,64.12717283873425,2,16,0,저지방 고단백
23,1.5543524906650414,62.67688226339299,25.94229289751984,Overweight,Male,66.69214751385726,4,16,0,균형 식단
32,1.5508775024004264,74.08794250061047,30.80296640309313,Obese Class 1,Male,78.03129134861315,4,17,0,벌크업
28,1.5910984757446416,67.64482857127865,26.72024778258181,Overweight,Male,63.73741055200424,4,20,0,균형 식단
37,1.6104938177383938,65.9387045439539,25.422735938822058,Overweight,Male,62.44423269232737,3,20,1,저지방 고단백
40,1.8138313723386683,67.34187470310516,20.468752930589453,Normal weight,Male,71.97607735283614,3,16,1,벌크업
20,1.871600216007817,74.58652564112475,21.292870079284253,Normal weight,Male,70.22535508843973,2,21,0,저지방 고단백
29,1.6870600083775926,62.09172340670162,21.815875824927485,Normal weight,Male,66.88222838650212,4,23,0,균형 식단
25,1.5531991995498096,68.01699840422782,28.19441879909153,Overweight,Male,69.89641129247791,1,14,0,벌크업
20,1.8931199834805497,66.56047030466665,18.572061033959,Normal weight,Male,68.84950088151179,1,5,1,벌크업
28,1.6219639146922196,69.19161819010262,26.30093039533047,Overweight,Male,75.28707893038505,2,55,1,벌크업
24,1.629673578704837,64.52157358699202,24.29426148294249,Normal weight,Male,69.15368784672299,2,31,1,균형 식단
36,1.8419295518183203,67.56319861797022,19.91425988868065,Normal weight,Male,72.83051921641312,2,50,1,벌크업
28,1.573018915251433,72.05282918468765,29.11944868776193,Overweight,Male,67.55237188441984,3,28,1,균형 식단
40,1.731991744620198,70.18144369148527,23.395410104029136,Normal weight,Male,79.10915822783184,3,56,0,벌크업
25,1.6718189478768224,76.44601508601188,27.351198766599303,Overweight,Male,73.68610282485481,3,28,0,균형 식단
29,1.8289710579568952,74.83664247709979,22.371784561725253,Normal weight,Male,66.66604374933897,3,44,1,저지방 고단백
39,1.5118328553121383,61.77518383827825,27.02753808669885,Overweight,Male,57.20594626619717,3,20,1,균형 식단
26,1.506961735082405,73.09877281481127,32.18886299860075,Obese Class 1,Male,75.71117086117498,3,22,0,균형 식단
28,1.8834965863232769,79.14309357877897,22.30916663057009,Normal weight,Male,78.44225149361458,4,28,1,균형 식단
38,1.5208305428483946,60.89287209062107,26.327208133568863,Overweight,Male,62.36234792953584,3,24,1,균형 식단
39,1.5358850990277084,74.60001545012109,31.62433948886652,Obese Class 1,Male,76.5372131030148,2,11,1,벌크업
23,1.83820962735713,61.64734153650166,18.244177137980188,Underweight,Male,67.35010421762655,1,38,0,벌크업
31,1.870073396254312,67.37521157378988,19.265613263406088,Normal weight,Male,70.90666480749579,4,20,1,벌크업
32,1.709830543175684,72.50904146218237,24.80196112873948,Normal weight,Male,68.68144024970765,1,15,1,균형 식단
32,1.578168114369944,77.80784476904529,31.2404194756112,Obese Class 1,Male,78.99567562241762,3,32,1,균형 식단
21,1.7505652838692254,62.883527748118894,20.520137871258378,Normal weight,Male,70.18681992014017,3,54,1,벌크업
39,1.6597266570234717,76.69043169173034,27.83992390255572,Overweight,Male,77.11649436980089,4,4,0,벌크업
29,1.7910765802399466,64.42265641009956,20.082155160666144,Normal weight,Male,62.65328068131669,2,6,1,저지방 고단백
33,1.7888862080747618,73.87738973069018,23.08586282773725,Normal weight,Male,72.76643419845605,1,7,0,저지방 고단백
31,1.6894089201292504,69.50701316103573,24.353369640841105,Normal weight,Male,59.97846879523133,2,61,0,저지방 고단백
29,1.8653343683042736,79.69409483617264,22.904075054264474,Normal weight,Male,83.29514008037678,4,22,1,균형 식단
37,1.6543105609092104,79.50762731141583,29.051911254676405,Overweight,Male,73.92779303176748,2,45,1,저지방 고단백
37,1.8045401577255715,60.10761194768023,18.45849854348861,Underweight,Male,69.92859416058732,3,42,0,벌크업
29,1.7099338164785194,77.96016343451227,26.663314693809355,Overweight,Male,79.83831463286029,2,6,0,벌크업
26,1.6949296435454262,78.22488254367194,27.22961926933869,Overweight,Male,87.37027585938034,2,37,0,벌크업
28,1.5902332225925675,62.49668056994008,24.71355977507501,Normal weight,Male,68.5289289989945,3,40,0,벌크업
21,1.898751299191057,72.22266902434083,20.032602146579816,Normal weight,Male,80.49270686337051,1,40,1,벌크업
23,1.5556031416382936,62.52930140502559,25.8396099408256,Overweight,Male,63.66755705476039,1,9,0,벌크업
21,1.6603584144675965,63.50183579123201,23.034701339473425,Normal weight,Male,67.79228408437336,1,12,1,균형 식단
28,1.6703935200406148,62.07033778957889,22.245722516035976,Normal weight,Male,57.66694355535598,4,15,0,저지방 고단백
26,1.8163173419955856,77.06908053882255,23.361284511435,Normal weight,Male,86.29151953970265,4,48,1,벌크업
32,1.5419286662097906,73.85640956718119,31.064160833350385,Obese Class 1,Male,83.76059118944748,1,34,0,벌크업
20,1.5829340890696666,61.90203476767942,24.704681606096614,Normal weight,Male,60.966107968792656,4,32,1,균형 식단
32,1.6159855499887763,79.03744400938729,30.266203033283364,Obese Class 1,Male,83.11575075697303,3,12,0,균형 식단
