Age,Height,Weight,Bmi,BmiClass,Gender,TargetWeight,ActivityLevel,DaysToGoal,Achieved,GoalType,BMI,TargetBMI,BMR,TDEE,Calorie_Target,user_id,day,preferred_body_part,운동1,운동부위1,운동시간1,소모칼로리1,운동2,운동부위2,운동시간2,소모칼로리2,운동3,운동부위3,운동시간3,소모칼로리3,운동4,운동부위4,운동시간4,소모칼로리4,총 운동시간,하루소모칼로리,breakfast_food_name,breakfast_portion,breakfast_carb,breakfast_protein,breakfast_fat,breakfast_calories,lunch_food_name,lunch_portion,lunch_carb,lunch_protein,lunch_fat,lunch_calories,snack_food_name,snack_portion,snack_carb,snack_protein,snack_fat,snack_calories,dinner_food_name,dinner_portion,dinner_carb,dinner_protein,dinner_fat,dinner_calories,총 식사섭취 칼로리,일일칼로리균형,일일체중변화(kg)
24,1.76,75.0,24.2122933884298,Normal Weight,Male,75.8,3,10,1,벌크업,24.212293388429753,24.47055785123967,1735.0,5205.0,4164.0,383,4,등,슬라이딩 레그 버드 독,등,15,63.0,덤벨 데드리프트,등,15,108.0,와이드 그립 풀 업,등,15,90.0,라잉 프론 W 투 T,등,15,46.5,60,307.5,스무디_쿠키 프라페,900.87,936.9,13.78,40.99,936.9,머핀_휘낭시에 오레오,291.22,203.18,20.33,81.28,1639.57,비스킷/쿠키/크래커_약과 쿠키,155.46,121.97,7.18,19.14,702.68,머핀_휘낭시에 소보로,267.18,173.99,18.65,68.34,1405.35,4684.5,-828.0,-0.10753246753246753
24,1.76,75.0,24.2122933884298,Normal Weight,Male,75.8,3,10,1,벌크업,24.212293388429753,24.47055785123967,1735.0,5205.0,4164.0,383,5,,경보,유산소,15,82.5,점프 스쿼트,하체,15,94.5,에어 바이크,유산소,15,135.0,훌라후프,유산소,15,97.5,60,409.5,스무디_쿠키 프라페,900.87,936.9,13.78,40.99,936.9,피자_고르곤졸라 피자 (L),461.85,252.86,102.58,103.82,1639.58,비스킷/쿠키/크래커_현미누룽지칩,174.36,152.27,13.95,4.06,702.68,크로플_생크림 애플잼 크로플,307.52,279.84,12.3,21.53,1405.35,4684.51,-929.9899999999998,-0.12077792207792205
24,1.76,75.0,24.2122933884298,Normal Weight,Male,75.8,3,10,1,벌크업,24.212293388429753,24.47055785123967,1735.0,5205.0,4164.0,383,6,어깨,케이블 레터럴 레이즈,어깨,15,79.5,동적 어깨 스트레칭,어깨,15,52.5,인클라인 덤벨 Y 레이즈,어깨,15,81.0,리버스 케이블 플라이,어깨,15,79.5,60,292.5,피자_고르곤졸라 피자 (L),263.92,144.49,58.62,59.33,936.9,피자_아메리칸 미트볼 피자,336.67,186.72,90.63,58.28,1639.57,피자_치즈크러스트 피자 (L),122.42,57.33,47.64,31.39,702.68,머핀_휘낭시에 오레오,249.62,174.16,17.42,69.67,1405.35,4684.5,-813.0,-0.10558441558441559
24,1.76,75.0,24.2122933884298,Normal Weight,Male,75.8,3,10,1,벌크업,24.212293388429753,24.47055785123967,1735.0,5205.0,4164.0,383,7,어깨,어라운드 더 월드,어깨,15,57.0,케이블 숄더 프레스,어깨,15,84.0,플로어 인버티드 숄더프레스,어깨,15,87.0,후면 어깨 스트레칭,어깨,15,52.5,60,280.5,피자_치즈크러스트 피자 (L),163.22,76.44,63.53,41.85,936.9,머핀_휘낭시에 오레오,291.22,203.18,20.33,81.28,1639.57,비스킷/쿠키/크래커_현미누룽지칩,174.36,152.27,13.95,4.06,702.68,피자_고르곤졸라 피자 (L),395.87,216.74,87.92,88.99,1405.35,4684.5,-801.0,-0.10402597402597402
24,1.75,74.0,24.1632653061224,Normal Weight,Male,52.2,4,235,1,저지방 고단백,24.163265306122447,17.044897959183675,1718.75,6875.0,5500.0,384,1,등,해머 스트렝스 루마니안 데드리프트,등,30,210.0,원 암 하이 로우 머신,등,30,180.0,해머스트렝스 아이소 레터럴 로우,등,30,189.0,패러럴 그립 어시스트 풀 업,등,30,168.0,120,747.0,머핀_휘낭시에 오레오,219.8,153.36,15.34,61.35,1237.5,피자_아메리칸 미트볼 피자,444.69,246.62,119.71,76.98,2165.62,피자_치즈크러스트 피자 (L),161.69,75.72,62.93,41.46,928.12,머핀_휘낭시에 소시지,278.3,155.32,32.37,110.01,1856.25,6187.49,-1434.5100000000002,-0.18630000000000002
24,1.75,74.0,24.1632653061224,Normal Weight,Male,52.2,4,235,1,저지방 고단백,24.163265306122447,17.044897959183675,1718.75,6875.0,5500.0,384,2,등,버터플라이 풀 업,등,30,204.0,티 바 로우 머신,등,30,192.0,실 푸시업,등,30,168.0,해머 스트렝스 MTS 원 암 프론트 풀다운,등,30,186.0,120,750.0,피자_치즈바이트 피자 (L),225.41,127.51,67.17,51.06,1237.5,피자_고르곤졸라 피자 (L),610.04,333.99,135.49,137.14,2165.62,츄러스_오리지널 링츄,203.98,142.79,18.64,31.47,928.12,머핀_휘낭시에 로투스,346.96,233.99,24.22,88.75,1856.25,6187.49,-1437.5100000000002,-0.1866896103896104
24,1.75,74.0,24.1632653061224,Normal Weight,Male,52.2,4,235,1,저지방 고단백,24.163265306122447,17.044897959183675,1718.75,6875.0,5500.0,384,3,등,해머스트렝스 시티드 로우,등,30,189.0,클로즈 그립 케이블 랫 풀 다운,등,30,165.0,바벨 벤트 오버 로우,등,30,195.0,스탠딩 백 스퀴즈,등,30,99.0,120,648.0,머핀_휘낭시에 오레오,219.8,153.36,15.34,61.35,1237.5,스무디_쿠키 프라페,2082.33,2165.62,31.86,94.75,2165.62,츄러스_오리지널 링츄,203.98,142.79,18.64,31.47,928.12,머핀_휘낭시에 소보로,352.9,229.81,24.63,90.27,1856.25,6187.49,-1335.5100000000002,-0.17344285714285718
24,1.75,74.0,24.1632653061224,Normal Weight,Male,52.2,4,235,1,저지방 고단백,24.163265306122447,17.044897959183675,1718.75,6875.0,5500.0,384,4,어깨,리버스 그립 오버 헤드 프레스,어깨,30,165.0,리버스 그립 숄더 프레스,어깨,30,168.0,앞쪽 어깨/가슴 스트레칭,어깨,30,105.0,백핸드 레이즈,어깨,30,159.0,120,597.0,머핀_휘낭시에 로투스,231.31,155.99,16.15,59.17,1237.5,머핀_휘낭시에 소보로,411.72,268.11,28.74,105.32,2165.62,피자_아메리칸 미트볼 피자,190.58,105.7,51.3,32.99,928.12,머핀_휘낭시에 소시지,278.3,155.32,32.37,110.01,1856.25,6187.49,-1284.5100000000002,-0.16681948051948053
24,1.75,74.0,24.1632653061224,Normal Weight,Male,52.2,4,235,1,저지방 고단백,24.163265306122447,17.044897959183675,1718.75,6875.0,5500.0,384,5,등,시티드 로우 머신,등,30,174.0,펄스 로우,등,30,162.0,클로즈 그립 케이블 랫 풀 다운,등,30,165.0,밴드 로우,등,30,150.0,120,651.0,피자_고르곤졸라 피자 (L),348.59,190.85,77.42,78.36,1237.5,피자_치즈바이트 피자 (L),394.47,223.15,117.55,89.35,2165.62,피자_아메리칸 미트볼 피자,190.58,105.7,51.3,32.99,928.12,피자_치즈크러스트 피자 (L),323.39,151.44,125.86,82.92,1856.25,6187.49,-1338.5100000000002,-0.17383246753246756
24,1.75,74.0,24.1632653061224,Normal Weight,Male,52.2,4,235,1,저지방 고단백,24.163265306122447,17.044897959183675,1718.75,6875.0,5500.0,384,6,하체,스탠딩 콰드러셉스 스트레칭,하체,30,99.0,펜듈럼 스쿼트,하체,30,207.0,바이시클 (필라테스),하체,30,96.0,원 레그 케틀벨 데드리프트,하체,30,204.0,120,606.0,피자_치즈크러스트 피자 (L),215.59,100.96,83.91,55.28,1237.5,피자_고르곤졸라 피자 (L),610.04,333.99,135.49,137.14,2165.62,머핀_휘낭시에 약과,162.26,116.97,11.33,41.51,928.13,머핀_휘낭시에 소시지,278.3,155.32,32.37,110.01,1856.25,6187.5,-1293.5,-0.167987012987013
24,1.75,74.0,24.1632653061224,Normal Weight,Male,52.2,4,235,1,저지방 고단백,24.163265306122447,17.044897959183675,1718.75,6875.0,5500.0,384,7,,터치다운,유산소,30,234.0,앵클 터치,유산소,30,204.0,좌식 싸이클,유산소,30,195.0,스피닝,스포츠,30,204.0,120,837.0,머핀_휘낭시에 약과,216.35,155.96,15.1,55.34,1237.5,피자_치즈바이트 피자 (L),394.47,223.15,117.55,89.35,2165.62,스무디_쿠키 프라페,892.43,928.12,13.65,40.61,928.12,피자_고르곤졸라 피자 (L),522.89,286.28,116.13,117.55,1856.25,6187.49,-1524.5100000000002,-0.1979883116883117
24,1.75,73.0,23.8367346938776,Normal Weight,Male,75.6,2,8,0,벌크업,23.836734693877553,24.685714285714283,1708.75,3417.5,2734.0,385,1,하체,시시 스쿼트 머신,하체,18,120.60000000000001,해머 스트렝스 원 레그 익스텐션,하체,18,117.0,바벨 카프 레이즈,하체,18,100.8,원 레그 스미스 머신 스쿼트,하체,18,122.39999999999999,72,460.8,매작과,148.95,98.47,11.19,19.59,615.15,머핀_휘낭시에 약과,188.2,135.67,13.14,48.14,1076.51,피자_아메리칸 미트볼 피자,94.74,52.54,25.5,16.4,461.36,도넛_추억의생도나스,215.09,118.58,38.61,46.87,922.72,3075.74,-802.5600000000004,-0.10422857142857148
24,1.75,73.0,23.8367346938776,Normal Weight,Male,75.6,2,8,0,벌크업,23.836734693877553,24.685714285714283,1708.75,3417.5,2734.0,385,2,,베이직 토 터치,유산소,18,117.0,박스 점프 오버,하체,18,117.0,제자리 걸음,유산소,18,90.0,싸이클,유산소,18,144.0,72,468.0,츄러스_오리지널 링츄,135.2,94.64,12.36,20.86,615.15,크로플_생크림 애플잼 크로플,235.56,214.36,9.42,16.49,1076.51,피자_치즈바이트 피자 (L),84.04,47.54,25.04,19.03,461.36,피자_고르곤졸라 피자 (L),259.92,142.31,57.73,58.43,922.72,3075.74,-809.7600000000002,-0.10516363636363639
24,1.75,73.0,23.8367346938776,Normal Weight,Male,75.6,2,8,0,벌크업,23.836734693877553,24.685714285714283,1708.75,3417.5,2734.0,385,3,하체,스탠딩 콰드러셉스 스트레칭,하체,18,59.4,해머 스트렝스 런지,하체,18,118.8,브이 스쿼트 머신 런지,하체,18,117.0,리어 킥 머신,하체,18,117.0,72,412.2,비스킷/쿠키/크래커_그릭요거트그래놀라바,143.39,102.42,8.19,18.44,615.15,머핀_휘낭시에 오레오,191.21,133.41,13.35,53.37,1076.51,츄러스,127.8,74.34,8.43,14.43,461.36,비스킷/쿠키/크래커_약과 쿠키,204.14,160.17,9.43,25.13,922.72,3075.74,-753.96,-0.09791688311688312
24,1.75,73.0,23.8367346938776,Normal Weight,Male,75.6,2,8,0,벌크업,23.836734693877553,24.685714285714283,1708.75,3417.5,2734.0,385,4,어깨,페이스 풀,어깨,18,97.2,엘보우 써클링 어깨 스트레칭,어깨,18,63.0,해머 스트렝스 MTS 숄더 프레스,어깨,18,102.60000000000001,스탠딩 오버헤드 숄더 스트레치,어깨,18,63.0,72,325.8,도넛_미니찹쌀 도넛 (3개입),155.73,112.72,7.41,14.83,615.15,피자_아메리칸 미트볼 피자,221.05,122.59,59.51,38.26,1076.51,츄러스,127.8,74.34,8.43,14.43,461.36,피자_치즈바이트 피자 (L),168.07,95.08,50.09,38.07,922.72,3075.74,-667.5600000000004,-0.08669610389610395
24,1.75,73.0,23.8367346938776,Normal Weight,Male,75.6,2,8,0,벌크업,23.836734693877553,24.685714285714283,1708.75,3417.5,2734.0,385,5,가슴,TRX 체스트 프레스 투 롤 아웃,가슴,18,102.60000000000001,로우 케이블 크로스오버,가슴,18,99.0,너클 푸쉬업,가슴,18,99.0,원암 케이블 체스트 프레스,가슴,18,100.8,72,401.40000000000003,도넛_미니찹쌀 도넛 (3개입),155.73,112.72,7.41,14.83,615.15,머핀_휘낭시에 오레오,191.21,133.41,13.35,53.37,1076.51,피자_아메리칸 미트볼 피자,94.74,52.54,25.5,16.4,461.36,피자_치즈크러스트 피자 (L),160.75,75.28,62.57,41.22,922.72,3075.74,-743.1600000000003,-0.09651428571428576
24,1.75,73.0,23.8367346938776,Normal Weight,Male,75.6,2,8,0,벌크업,23.836734693877553,24.685714285714283,1708.75,3417.5,2734.0,385,6,가슴,해머 스트렝스 MTS 디클라인 프레스,가슴,18,100.8,밴드 벤치 프레스,가슴,18,97.2,스미스 머신 벤치 프레스,가슴,18,100.8,디클라인 스미스 머신 벤치 프레스,가슴,18,102.60000000000001,72,401.40000000000003,비스킷/쿠키/크래커_그릭요거트그래놀라바,143.39,102.42,8.19,18.44,615.15,비스킷/쿠키/크래커_현미누룽지칩,267.12,233.28,21.37,6.22,1076.51,피자_고르곤졸라 피자 (L),129.96,71.15,28.86,29.22,461.36,크로플_생크림 애플잼 크로플,201.91,183.74,8.08,14.13,922.72,3075.74,-743.1600000000003,-0.09651428571428576
24,1.75,73.0,23.8367346938776,Normal Weight,Male,75.6,2,8,0,벌크업,23.836734693877553,24.685714285714283,1708.75,3417.5,2734.0,385,7,어깨,회전근개 미디얼 로테이션,어깨,18,72.0,스파이더 크롤,어깨,18,102.60000000000001,동적 후면 어깨 스트레칭,어깨,18,63.0,덤벨 오버헤드 프레스,어깨,18,99.0,72,336.6,피자_아메리칸 미트볼 피자,126.31,70.05,34.0,21.86,615.15,크로플_생크림 애플잼 크로플,235.56,214.36,9.42,16.49,1076.51,마늘빵,105.33,61.03,12.7,18.52,461.36,피자_치즈크러스트 피자 (L),160.75,75.28,62.57,41.22,922.72,3075.74,-678.3600000000001,-0.08809870129870132
24,1.772,78.1,24.8727382050354,Normal Weight,Male,55.3,3,213,0,저지방 고단백,24.872738205035436,17.611554708559023,1773.5,5320.5,4256.400000000001,386,1,하체,바벨 제퍼슨 스쿼트,하체,30,207.0,덤벨 스텝업,하체,30,186.0,스플릿 스쿼트,하체,30,195.0,박스 피스톨 스쿼트,하체,30,210.0,120,798.0,피자_치즈바이트 피자 (L),174.44,98.68,51.98,39.51,957.69,머핀_휘낭시에 로투스,313.26,211.26,21.87,80.13,1675.96,유과,169.4,125.75,4.76,21.73,718.27,피자_고르곤졸라 피자 (L),404.66,221.55,89.87,90.97,1436.54,4788.46,-1330.04,-0.17273246753246752
24,1.772,78.1,24.8727382050354,Normal Weight,Male,55.3,3,213,0,저지방 고단백,24.872738205035436,17.611554708559023,1773.5,5320.5,4256.400000000001,386,2,하체,핵 프레스 머신,하체,30,198.0,브이 스쿼트 머신 원 레그 데드리프트,하체,30,213.0,원 레그 덤벨 데드리프트,하체,30,204.0,헥스 바 스쿼트,하체,30,207.0,120,822.0,비스킷/쿠키/크래커_약과 쿠키,211.88,166.24,9.79,26.08,957.69,피자_치즈크러스트 피자 (L),291.98,136.73,113.64,74.86,1675.96,피자_아메리칸 미트볼 피자,147.49,81.8,39.7,25.53,718.27,스무디_쿠키 프라페,1381.28,1436.54,21.13,62.85,1436.54,4788.46,-1354.04,-0.17584935064935064
24,1.772,78.1,24.8727382050354,Normal Weight,Male,55.3,3,213,0,저지방 고단백,24.872738205035436,17.611554708559023,1773.5,5320.5,4256.400000000001,386,3,하체,사이드 레이즈 앤 킥,하체,30,162.0,원 레그 프레스,하체,30,204.0,펜들럼 스쿼트,하체,30,195.0,크랩 워킹,하체,30,174.0,120,735.0,비스킷/쿠키/크래커_약과 쿠키,211.88,166.24,9.79,26.08,957.69,피자_아메리칸 미트볼 피자,344.14,190.86,92.64,59.57,1675.96,피자_치즈바이트 피자 (L),130.83,74.01,38.99,29.63,718.27,머핀_휘낭시에 약과,251.14,181.05,17.53,64.24,1436.54,4788.46,-1267.04,-0.16455064935064934
24,1.772,78.1,24.8727382050354,Normal Weight,Male,55.3,3,213,0,저지방 고단백,24.872738205035436,17.611554708559023,1773.5,5320.5,4256.400000000001,386,4,가슴,버티컬 체스트 프레스,가슴,30,168.0,디클라인 덤벨 벤치 프레스,가슴,30,168.0,리버스 그립 벤치프레스,가슴,30,171.0,체스트 플라이 앤 프레스업,가슴,30,168.0,120,675.0,츄러스_오리지널 링츄,210.48,147.34,19.24,32.48,957.69,스무디_쿠키 프라페,1611.5,1675.96,24.66,73.32,1675.96,피자_치즈바이트 피자 (L),130.83,74.01,38.99,29.63,718.27,머핀_휘낭시에 약과,251.14,181.05,17.53,64.24,1436.54,4788.46,-1207.04,-0.15675844155844154
24,1.772,78.1,24.8727382050354,Normal Weight,Male,55.3,3,213,0,저지방 고단백,24.872738205035436,17.611554708559023,1773.5,5320.5,4256.400000000001,386,5,등,로프 암 풀 다운,등,30,162.0,벤트오버 와이드 덤벨 로우,등,30,180.0,해머 스트렝스 MTS 로우,등,30,192.0,밴드 어시스트 풀 업,등,30,159.0,120,693.0,피자_고르곤졸라 피자 (L),269.77,147.7,59.92,60.64,957.69,크로플_생크림 애플잼 크로플,366.73,333.72,14.67,25.67,1675.96,피자_아메리칸 미트볼 피자,147.49,81.8,39.7,25.53,718.27,피자_치즈바이트 피자 (L),261.66,148.02,77.98,59.27,1436.54,4788.46,-1225.04,-0.1590961038961039
24,1.772,78.1,24.8727382050354,Normal Weight,Male,55.3,3,213,0,저지방 고단백,24.872738205035436,17.611554708559023,1773.5,5320.5,4256.400000000001,386,6,,크리스 크로스 잭,유산소,30,240.0,앵클 터치,유산소,30,204.0,댄스,스포츠,30,165.0,스텝 머신,유산소,30,240.0,120,849.0,피자_치즈바이트 피자 (L),174.44,98.68,51.98,39.51,957.69,머핀_휘낭시에 로투스,313.26,211.26,21.87,80.13,1675.96,약과,180.02,152.82,7.56,8.55,718.27,피자_고르곤졸라 피자 (L),404.66,221.55,89.87,90.97,1436.54,4788.46,-1381.04,-0.17935584415584416
24,1.772,78.1,24.8727382050354,Normal Weight,Male,55.3,3,213,0,저지방 고단백,24.872738205035436,17.611554708559023,1773.5,5320.5,4256.400000000001,386,7,등,고릴라 로우,등,30,195.0,루마니안 데드리프트,등,30,225.0,투웨이 로우,등,30,183.0,닐링 어퍼 백 로테이션,등,30,102.0,120,705.0,비스킷/쿠키/크래커_약과 쿠키,211.88,166.24,9.79,26.08,957.69,머핀_휘낭시에 오레오,297.68,207.69,20.78,83.08,1675.96,피자_아메리칸 미트볼 피자,147.49,81.8,39.7,25.53,718.27,피자_치즈크러스트 피자 (L),250.27,117.2,97.4,64.17,1436.53,4788.45,-1237.0500000000002,-0.1606558441558442
24,1.767,77.0,24.6613942527421,Normal Weight,Male,51.6,4,265,0,저지방 고단백,24.66139425274214,16.526336927811617,1759.375,7037.5,5630.0,387,1,어깨,숄더 투 숄더 프레스,어깨,30,165.0,에어 레터럴 레이즈,어깨,30,159.0,랜드마인 프레스,어깨,30,174.0,리버스 케이블 플라이,어깨,30,159.0,120,657.0,머핀_휘낭시에 오레오,225.0,156.98,15.71,62.8,1266.75,피자_치즈바이트 피자 (L),403.79,228.42,120.33,91.46,2216.81,츄러스_오리지널 링츄,208.8,146.16,19.08,32.22,950.06,피자_고르곤졸라 피자 (L),535.25,293.05,118.88,120.32,1900.12,6333.74,-1360.7600000000002,-0.17672207792207795
24,1.767,77.0,24.6613942527421,Normal Weight,Male,51.6,4,265,0,저지방 고단백,24.66139425274214,16.526336927811617,1759.375,7037.5,5630.0,387,2,,계단 오르기,유산소,30,255.0,볼링,스포츠,30,120.0,레그 프론트 리프트 잭,유산소,30,255.0,산책,스포츠,30,90.0,120,720.0,머핀_휘낭시에 소보로,240.83,156.83,16.81,61.6,1266.75,피자_고르곤졸라 피자 (L),624.45,341.89,138.69,140.38,2216.81,크로플_생크림 애플잼 크로플,207.89,189.18,8.32,14.55,950.06,머핀_휘낭시에 로투스,355.16,239.52,24.79,90.85,1900.13,6333.75,-1423.75,-0.1849025974025974
24,1.767,77.0,24.6613942527421,Normal Weight,Male,51.6,4,265,0,저지방 고단백,24.66139425274214,16.526336927811617,1759.375,7037.5,5630.0,387,3,하체,브이 스쿼트 굿모닝,하체,30,201.0,브이 스쿼트 머신 런지,하체,30,195.0,리버스 하이퍼 머신,하체,30,174.0,스미스 머신 스티프 레그 데드리프트,하체,30,198.0,120,768.0,머핀_휘낭시에 로투스,236.78,159.68,16.53,60.57,1266.75,머핀_휘낭시에 소시지,332.36,185.49,38.65,131.38,2216.81,피자_아메리칸 미트볼 피자,195.08,108.19,52.52,33.77,950.06,피자_치즈바이트 피자 (L),346.11,195.79,103.14,78.39,1900.12,6333.74,-1471.7600000000002,-0.19113766233766236
24,1.767,77.0,24.6613942527421,Normal Weight,Male,51.6,4,265,0,저지방 고단백,24.66139425274214,16.526336927811617,1759.375,7037.5,5630.0,387,4,어깨,어라운드 더 월드(덤벨),어깨,30,162.0,벤트 오버 레터럴 레이즈,어깨,30,165.0,스탠딩 어라운드 더 월드,어깨,30,111.0,밴드 숄더 인터널 로테이션,어깨,30,105.0,120,543.0,피자_아메리칸 미트볼 피자,260.11,144.26,70.02,45.03,1266.75,머핀_휘낭시에 오레오,393.75,274.72,27.48,109.9,2216.81,스무디_쿠키 프라페,913.52,950.06,13.98,41.57,950.06,피자_고르곤졸라 피자 (L),535.25,293.05,118.88,120.32,1900.12,6333.74,-1246.7600000000002,-0.16191688311688315
24,1.767,77.0,24.6613942527421,Normal Weight,Male,51.6,4,265,0,저지방 고단백,24.66139425274214,16.526336927811617,1759.375,7037.5,5630.0,387,5,,크리스 크로스 잭,유산소,30,240.0,밸리 댄스,스포츠,30,150.0,웜업 무동력 트레드밀,유산소,30,210.0,경보,유산소,30,165.0,120,765.0,머핀_휘낭시에 약과,221.46,159.65,15.46,56.65,1266.75,스무디_쿠키 프라페,2131.55,2216.81,32.61,96.99,2216.81,피자_치즈크러스트 피자 (L),165.52,77.51,64.42,42.44,950.06,비스킷/쿠키/크래커_갈레트브르통 (L),321.51,162.68,18.97,130.21,1900.12,6333.74,-1468.7600000000002,-0.19074805194805197
24,1.767,77.0,24.6613942527421,Normal Weight,Male,51.6,4,265,0,저지방 고단백,24.66139425274214,16.526336927811617,1759.375,7037.5,5630.0,387,6,어깨,덤벨 숄더 프레스,어깨,30,174.0,앞쪽 어깨/가슴 스트레칭,어깨,30,105.0,리버스 케이블 플라이,어깨,30,159.0,밴드 숄더 인터널 로테이션,어깨,30,105.0,120,543.0,머핀_휘낭시에 소보로,240.83,156.83,16.81,61.6,1266.75,머핀_휘낭시에 로투스,414.36,279.44,28.92,105.99,2216.81,비스킷/쿠키/크래커_약과 쿠키,210.19,164.92,9.71,25.87,950.06,크로플_생크림 애플잼 크로플,415.78,378.36,16.63,29.1,1900.13,6333.75,-1246.75,-0.16191558441558443
24,1.767,77.0,24.6613942527421,Normal Weight,Male,51.6,4,265,0,저지방 고단백,24.66139425274214,16.526336927811617,1759.375,7037.5,5630.0,387,7,어깨,원 암 숄더 프레스 머신,어깨,30,165.0,맨몸 오버헤드 프레스,어깨,30,156.0,케틀벨 바텀 업 프레스,어깨,30,162.0,서클 암,어깨,30,108.0,120,591.0,피자_고르곤졸라 피자 (L),356.83,195.36,79.25,80.22,1266.75,머핀_휘낭시에 로투스,414.36,279.44,28.92,105.99,2216.81,비스킷/쿠키/크래커_현미누룽지칩,235.75,205.88,18.86,5.49,950.06,머핀_휘낭시에 소보로,361.24,235.24,25.21,92.41,1900.12,6333.74,-1294.7600000000002,-0.16815064935064938
24,1.76,68.0,21.952479338843,Normal Weight,Male,81.4,2,97,1,벌크업,21.952479338842977,26.278409090909093,1665.0,3330.0,2664.0,388,1,등,원 암 랫 풀다운 머신,등,30,174.0,로우 리어 델트 머신,등,30,174.0,언더 그립 시티드 케이블 로우,등,30,171.0,인클라인 덤벨 T 레이즈,등,30,105.0,120,624.0,산자,181.97,149.52,4.2,5.62,666.0,스무디_쿠키 프라페,1120.67,1165.5,17.15,50.99,1165.5,츄러스_톡톡 슈팅스타 링츄,131.45,79.2,9.49,15.97,499.5,피자_치즈바이트 피자 (L),181.97,102.94,54.23,41.22,999.0,3330.0,-624.0,-0.08103896103896104
24,1.76,68.0,21.952479338843,Normal Weight,Male,81.4,2,97,1,벌크업,21.952479338842977,26.278409090909093,1665.0,3330.0,2664.0,388,2,등,해머 스트렝스 MTS 원 암 프론트 풀다운,등,30,186.0,덤벨 데드리프트,등,30,216.0,덤벨 T 레이즈,등,30,102.0,인클라인 덤벨 A 레이즈,등,30,102.0,120,606.0,피자_치즈바이트 피자 (L),121.31,68.63,36.15,27.48,666.0,크로플_생크림 애플잼 크로플,255.03,232.08,10.2,17.85,1165.5,츄러스_아몬드초코 링츄,123.03,70.13,11.21,14.76,499.5,도넛_추억의생도나스 (3개입),233.96,127.97,40.99,51.99,999.0,3330.0,-606.0,-0.0787012987012987
24,1.76,68.0,21.952479338843,Normal Weight,Male,81.4,2,97,1,벌크업,21.952479338842977,26.278409090909093,1665.0,3330.0,2664.0,388,3,가슴,비하인드 암 가슴 스트레칭,가슴,30,105.0,크리스 크로스 암 프레이어 푸쉬,가슴,30,162.0,링 딥,가슴,30,171.0,원 암 가슴 스트레칭,가슴,30,105.0,120,543.0,피자_치즈크러스트 피자 (L),116.03,54.34,45.16,29.75,666.0,피자_아메리칸 미트볼 피자,239.32,132.73,64.43,41.43,1165.5,츄러스_톡톡 슈팅스타 링츄,131.45,79.2,9.49,15.97,499.5,피자_치즈바이트 피자 (L),181.97,102.94,54.23,41.22,999.0,3330.0,-543.0,-0.07051948051948052
24,1.76,68.0,21.952479338843,Normal Weight,Male,81.4,2,97,1,벌크업,21.952479338842977,26.278409090909093,1665.0,3330.0,2664.0,388,4,하체,케이블 덩키 킥,하체,30,168.0,스모 데드리프트,하체,30,216.0,햄스트링 스트레칭,하체,30,96.0,힙 브릿지,하체,30,174.0,120,654.0,비스킷/쿠키/크래커_약과 쿠키,147.35,115.61,6.81,18.14,666.0,머핀_휘낭시에 오레오,207.02,144.44,14.45,57.78,1165.5,츄러스_레인보우 초코 링츄,135.0,80.18,9.06,15.65,499.5,크로플_생크림 애플잼 크로플,218.6,198.93,8.74,15.3,999.0,3330.0,-654.0,-0.08493506493506493
24,1.76,68.0,21.952479338843,Normal Weight,Male,81.4,2,97,1,벌크업,21.952479338842977,26.278409090909093,1665.0,3330.0,2664.0,388,5,등,원 암 풀업,등,30,204.0,클로즈 그립 티 바 로우,등,30,192.0,해머 스트렝스 원 암 와이드 풀다운,등,30,189.0,시티드 로우,등,30,180.0,120,765.0,츄러스_오리지널 링츄,146.37,102.46,13.38,22.59,666.0,피자_고르곤졸라 피자 (L),328.31,179.75,72.92,73.8,1165.5,피자_치즈바이트 피자 (L),90.98,51.47,27.11,20.61,499.5,비스킷/쿠키/크래커_약과 쿠키,221.02,173.41,10.21,27.21,999.0,3330.0,-765.0,-0.09935064935064936
24,1.76,68.0,21.952479338843,Normal Weight,Male,81.4,2,97,1,벌크업,21.952479338842977,26.278409090909093,1665.0,3330.0,2664.0,388,6,하체,백 런지,하체,30,192.0,스탠딩 힙 어브덕션,하체,30,165.0,숄더 브릿지 (필라테스),하체,30,99.0,레그 익스텐션,하체,30,162.0,120,618.0,비스킷/쿠키/크래커_약과 쿠키,147.35,115.61,6.81,18.14,666.0,크로플_생크림 애플잼 크로플,255.03,232.08,10.2,17.85,1165.5,츄러스_톡톡 슈팅스타 링츄,131.45,79.2,9.49,15.97,499.5,비스킷/쿠키/크래커_현미누룽지칩,247.89,216.48,19.83,5.78,999.0,3330.0,-618.0,-0.08025974025974025
